date	dwell-time
2015-01-01T10:34:05Z	29
2015-01-01T10:34:22Z	137
2015-01-01T10:36:43Z	27
2015-01-01T10:44:44Z	48
2015-01-01T10:44:57Z	81
2015-01-01T11:02:17Z	11
2015-01-01T11:03:45Z	86
2015-01-01T11:06:04Z	86
2015-01-01T11:14:29Z	33
2015-01-01T11:18:10Z	166
2015-01-01T11:18:15Z	41
2015-01-01T11:25:31Z	4
2015-01-01T11:33:55Z	164
2015-01-01T11:48:54Z	23
2015-01-01T11:54:27Z	39
2015-01-01T11:57:48Z	22
2015-01-01T12:01:23Z	20
2015-01-01T12:01:48Z	43
2015-01-01T12:10:58Z	32
2015-01-01T12:16:01Z	358
2015-01-01T12:21:34Z	45
2015-01-01T12:23:41Z	26
2015-01-01T12:31:53Z	86
2015-01-01T12:49:22Z	5
2015-01-01T13:01:42Z	202
2015-01-01T13:04:59Z	47
2015-01-01T13:12:07Z	42
2015-01-01T13:37:15Z	23
2015-01-01T13:39:45Z	49
2015-01-01T13:42:59Z	149
2015-01-01T13:54:30Z	11
2015-01-01T13:57:30Z	105
2015-01-01T13:58:15Z	69
2015-01-01T14:02:41Z	55
2015-01-01T14:11:00Z	26
2015-01-01T14:19:10Z	181
2015-01-01T14:21:44Z	18
2015-01-01T14:24:53Z	69
2015-01-01T14:28:42Z	249
2015-01-01T14:39:06Z	37
2015-01-01T14:44:26Z	69
2015-01-01T14:48:50Z	47
2015-01-01T14:52:00Z	88
2015-01-01T14:54:44Z	79
2015-01-01T14:57:12Z	170
2015-01-01T14:58:13Z	74
2015-01-01T14:59:38Z	124
2015-01-01T15:08:27Z	109
2015-01-01T15:09:57Z	161
2015-01-01T15:14:48Z	115
2015-01-01T15:22:38Z	19
2015-01-01T15:24:07Z	67
2015-01-01T15:31:53Z	38
2015-01-01T15:32:40Z	96
2015-01-01T15:33:11Z	192
2015-01-01T15:38:59Z	79
2015-01-01T16:02:00Z	15
2015-01-01T16:03:39Z	103
2015-01-01T16:08:13Z	170
2015-01-01T16:08:38Z	98
2015-01-01T16:17:59Z	43
2015-01-01T16:32:23Z	10
2015-01-01T16:37:53Z	9
2015-01-01T16:45:48Z	25
2015-01-01T16:47:56Z	233
2015-01-01T16:48:57Z	123
2015-01-01T16:52:54Z	219
2015-01-01T16:55:09Z	338
2015-01-01T17:02:03Z	182
2015-01-01T17:04:32Z	99
2015-01-01T17:09:44Z	173
2015-01-01T17:22:15Z	103
2015-01-01T17:22:17Z	173
2015-01-01T17:38:32Z	1
2015-01-01T17:41:57Z	3
2015-01-01T17:56:17Z	65
2015-01-01T18:46:08Z	53
2015-01-01T18:55:52Z	64
2015-01-01T19:11:22Z	147
2015-01-01T19:38:08Z	297
2015-01-01T19:38:20Z	88
2015-01-01T19:39:07Z	13
2015-01-01T20:00:02Z	58
2015-01-01T20:21:59Z	280
2015-01-01T20:49:41Z	57
2015-01-01T21:20:15Z	118
2015-01-01T21:22:41Z	40
2015-01-01T21:49:43Z	122
2015-01-01T22:01:49Z	160
2015-01-01T22:23:18Z	97
2015-01-01T22:34:56Z	3
2015-01-01T22:35:33Z	283
2015-01-01T22:43:53Z	17
2015-01-01T22:58:16Z	32
2015-01-01T23:36:44Z	16
2015-01-01T23:42:39Z	69
2015-01-01T23:55:12Z	55
2015-01-01T23:56:54Z	308
2015-01-02T00:24:58Z	120
2015-01-02T00:42:45Z	59
2015-01-02T00:49:29Z	49
2015-01-02T01:08:23Z	180
2015-01-02T01:29:01Z	54
2015-01-02T01:44:07Z	2
2015-01-02T01:48:27Z	3
2015-01-02T02:02:17Z	22
2015-01-02T02:18:10Z	82
2015-01-02T02:21:19Z	36
2015-01-02T02:45:16Z	275
2015-01-02T03:11:57Z	9
2015-01-02T03:25:12Z	70
2015-01-02T04:11:25Z	80
2015-01-02T04:33:54Z	138
2015-01-02T04:34:16Z	33
2015-01-02T04:46:25Z	205
2015-01-02T04:48:00Z	7
2015-01-02T04:55:05Z	125
2015-01-02T04:55:08Z	27
2015-01-02T05:03:57Z	134
2015-01-02T05:04:47Z	432
2015-01-02T05:18:50Z	316
2015-01-02T05:19:06Z	9
2015-01-02T05:56:20Z	18
2015-01-02T06:04:50Z	54
2015-01-02T06:09:10Z	16
2015-01-02T06:10:29Z	54
2015-01-02T06:15:37Z	121
2015-01-02T06:32:57Z	88
2015-01-02T06:36:56Z	22
2015-01-02T06:47:46Z	128
2015-01-02T06:58:31Z	75
2015-01-02T07:33:24Z	135
2015-01-02T07:40:39Z	39
2015-01-02T08:03:43Z	77
2015-01-02T08:17:59Z	120
2015-01-02T08:40:32Z	1
2015-01-02T08:43:07Z	31
2015-01-02T08:46:36Z	23
2015-01-02T08:47:05Z	57
2015-01-02T09:00:32Z	322
2015-01-02T09:14:02Z	182
2015-01-02T09:18:29Z	93
2015-01-02T09:19:58Z	31
2015-01-02T09:20:28Z	1
2015-01-02T09:21:09Z	142
2015-01-02T09:28:24Z	188
2015-01-02T09:33:30Z	130
2015-01-02T09:36:06Z	212
2015-01-02T09:47:16Z	8
2015-01-02T09:48:27Z	17
2015-01-02T09:50:39Z	130
2015-01-02T09:51:32Z	205
2015-01-02T09:52:26Z	3
2015-01-02T09:55:37Z	43
2015-01-02T10:12:51Z	72
2015-01-02T10:13:53Z	117
2015-01-02T10:20:12Z	33
2015-01-02T10:27:21Z	111
2015-01-02T10:34:24Z	6
2015-01-02T10:36:13Z	24
2015-01-02T10:42:17Z	211
2015-01-02T10:45:32Z	85
2015-01-02T10:49:40Z	22
2015-01-02T11:04:49Z	66
2015-01-02T11:05:11Z	81
2015-01-02T11:15:15Z	116
2015-01-02T11:15:29Z	92
2015-01-02T11:15:48Z	385
2015-01-02T11:17:11Z	48
2015-01-02T11:23:29Z	96
2015-01-02T11:26:54Z	42
2015-01-02T11:29:57Z	118
2015-01-02T11:29:59Z	118
2015-01-02T11:42:08Z	135
2015-01-02T11:42:39Z	163
2015-01-02T11:48:40Z	59
2015-01-02T11:55:09Z	98
2015-01-02T11:58:46Z	24
2015-01-02T12:06:03Z	52
2015-01-02T12:06:09Z	10
2015-01-02T12:06:54Z	38
2015-01-02T12:07:33Z	13
2015-01-02T12:17:32Z	3
2015-01-02T12:21:13Z	82
2015-01-02T12:25:36Z	7
2015-01-02T12:42:19Z	378
2015-01-02T12:42:22Z	47
2015-01-02T12:42:53Z	86
2015-01-02T12:43:22Z	17
2015-01-02T12:46:50Z	10
2015-01-02T12:49:02Z	194
2015-01-02T12:49:53Z	17
2015-01-02T12:50:26Z	90
2015-01-02T13:00:22Z	90
2015-01-02T13:03:21Z	130
2015-01-02T13:03:29Z	126
2015-01-02T13:04:40Z	8
2015-01-02T13:04:48Z	33
2015-01-02T13:06:52Z	155
2015-01-02T13:15:06Z	1
2015-01-02T13:17:30Z	94
2015-01-02T13:18:37Z	1
2015-01-02T13:21:20Z	32
2015-01-02T13:23:41Z	9
2015-01-02T13:23:58Z	108
2015-01-02T13:31:36Z	141
2015-01-02T13:42:21Z	14
2015-01-02T13:43:48Z	9
2015-01-02T13:47:04Z	194
2015-01-02T13:48:33Z	258
2015-01-02T13:52:00Z	87
2015-01-02T13:56:02Z	87
2015-01-02T14:04:05Z	4
2015-01-02T14:05:39Z	43
2015-01-02T14:10:15Z	109
2015-01-02T14:11:27Z	199
2015-01-02T14:11:51Z	51
2015-01-02T14:15:22Z	29
2015-01-02T14:24:43Z	25
2015-01-02T14:46:27Z	472
2015-01-02T14:58:44Z	93
2015-01-02T15:07:01Z	174
2015-01-02T15:30:46Z	81
2015-01-02T15:33:41Z	9
2015-01-02T15:34:36Z	77
2015-01-02T15:39:30Z	4
2015-01-02T15:40:02Z	18
2015-01-02T15:40:28Z	419
2015-01-02T15:43:06Z	47
2015-01-02T15:53:05Z	43
2015-01-02T15:57:31Z	65
2015-01-02T15:59:32Z	367
2015-01-02T15:59:36Z	126
2015-01-02T16:03:12Z	153
2015-01-02T16:07:13Z	58
2015-01-02T16:20:56Z	17
2015-01-02T16:23:38Z	44
2015-01-02T16:25:28Z	19
2015-01-02T16:32:03Z	226
2015-01-02T16:34:07Z	70
2015-01-02T16:49:11Z	37
2015-01-02T16:50:32Z	53
2015-01-02T17:01:45Z	67
2015-01-02T17:04:00Z	33
2015-01-02T17:14:22Z	72
2015-01-02T17:19:42Z	128
2015-01-02T17:25:52Z	219
2015-01-02T17:29:39Z	42
2015-01-02T17:33:11Z	557
2015-01-02T17:58:07Z	5
2015-01-02T17:59:15Z	12
2015-01-02T18:04:55Z	21
2015-01-02T18:07:15Z	82
2015-01-02T18:19:31Z	50
2015-01-02T18:25:25Z	21
2015-01-02T18:52:02Z	36
2015-01-02T19:06:48Z	269
2015-01-02T19:36:16Z	109
2015-01-02T19:37:49Z	20
2015-01-02T19:43:21Z	34
2015-01-02T19:58:45Z	69
2015-01-02T19:58:59Z	21
2015-01-02T20:00:01Z	32
2015-01-02T20:34:10Z	37
2015-01-02T20:35:43Z	6
2015-01-02T20:54:59Z	332
2015-01-02T21:01:30Z	65
2015-01-02T21:03:42Z	8
2015-01-02T21:35:13Z	18
2015-01-02T22:16:09Z	43
2015-01-02T22:40:13Z	578
2015-01-02T23:07:31Z	28
2015-01-02T23:31:47Z	19
2015-01-02T23:55:39Z	110
2015-01-03T00:09:53Z	91
2015-01-03T01:02:24Z	237
2015-01-03T02:05:03Z	126
2015-01-03T02:06:10Z	12
2015-01-03T02:11:13Z	93
2015-01-03T02:25:07Z	129
2015-01-03T02:43:35Z	7
2015-01-03T03:14:56Z	681
2015-01-03T04:46:21Z	188
2015-01-03T05:02:39Z	13
2015-01-03T05:03:03Z	68
2015-01-03T05:09:07Z	39
2015-01-03T05:49:57Z	41
2015-01-03T07:12:55Z	136
2015-01-03T07:40:47Z	122
2015-01-03T08:19:14Z	52
2015-01-03T08:20:40Z	54
2015-01-03T08:22:03Z	201
2015-01-03T08:30:12Z	87
2015-01-03T08:41:50Z	4
2015-01-03T09:25:03Z	115
2015-01-03T09:41:15Z	3
2015-01-03T09:48:38Z	2
2015-01-03T09:53:20Z	19
2015-01-03T09:57:55Z	87
2015-01-03T10:53:06Z	196
2015-01-03T11:06:52Z	103
2015-01-03T11:18:39Z	70
2015-01-03T12:27:46Z	16
2015-01-03T12:28:39Z	288
2015-01-03T12:52:09Z	3
2015-01-03T13:09:44Z	46
2015-01-03T13:20:43Z	32
2015-01-03T13:58:06Z	362
2015-01-03T14:47:02Z	91
2015-01-03T15:59:02Z	54
2015-01-03T16:08:29Z	424
2015-01-03T16:30:54Z	217
2015-01-03T16:40:33Z	24
2015-01-03T16:53:35Z	40
2015-01-03T17:01:09Z	345
2015-01-03T17:31:47Z	66
2015-01-03T18:29:49Z	71
2015-01-03T19:12:49Z	452
2015-01-03T19:42:13Z	51
2015-01-03T21:30:07Z	106
2015-01-03T21:39:02Z	55
2015-01-03T22:14:59Z	309
2015-01-03T23:19:12Z	84
2015-01-03T23:21:12Z	121
2015-01-04T03:42:10Z	173
2015-01-04T04:16:43Z	54
2015-01-04T04:59:56Z	152
2015-01-04T05:11:25Z	85
2015-01-04T05:16:40Z	89
2015-01-04T05:17:58Z	149
2015-01-04T06:26:03Z	228
2015-01-04T07:07:58Z	96
2015-01-04T07:12:43Z	198
2015-01-04T08:19:58Z	168
2015-01-04T08:25:35Z	80
2015-01-04T08:31:28Z	173
2015-01-04T08:36:19Z	182
2015-01-04T08:38:38Z	54
2015-01-04T09:13:36Z	19
2015-01-04T09:28:18Z	29
2015-01-04T09:32:48Z	128
2015-01-04T10:16:14Z	124
2015-01-04T10:49:55Z	24
2015-01-04T11:18:42Z	95
2015-01-04T12:38:35Z	62
2015-01-04T12:41:49Z	52
2015-01-04T12:55:34Z	117
2015-01-04T13:05:03Z	8
2015-01-04T13:07:34Z	65
2015-01-04T13:07:45Z	35
2015-01-04T13:10:33Z	41
2015-01-04T13:14:21Z	316
2015-01-04T13:35:17Z	104
2015-01-04T13:44:33Z	13
2015-01-04T13:51:09Z	71
2015-01-04T14:00:53Z	1
2015-01-04T14:32:23Z	86
2015-01-04T15:08:15Z	145
2015-01-04T15:14:19Z	73
2015-01-04T15:23:16Z	271
2015-01-04T15:53:28Z	280
2015-01-04T16:04:17Z	57
2015-01-04T16:20:11Z	104
2015-01-04T17:11:42Z	8
2015-01-04T17:45:54Z	62
2015-01-04T17:47:04Z	423
2015-01-04T17:57:24Z	69
2015-01-04T18:16:03Z	68
2015-01-04T18:16:53Z	30
2015-01-04T18:42:04Z	21
2015-01-04T19:20:14Z	26
2015-01-04T20:28:24Z	101
2015-01-04T20:29:56Z	126
2015-01-04T20:41:02Z	37
2015-01-04T21:12:47Z	5
2015-01-04T21:12:53Z	130
2015-01-04T22:16:05Z	32
2015-01-05T00:21:31Z	25
2015-01-05T00:26:36Z	112
2015-01-05T00:53:42Z	33
2015-01-05T01:31:11Z	102
2015-01-05T01:45:18Z	59
2015-01-05T01:46:28Z	185
2015-01-05T02:34:26Z	169
2015-01-05T02:59:14Z	147
2015-01-05T03:01:54Z	48
2015-01-05T03:16:28Z	119
2015-01-05T03:32:06Z	1
2015-01-05T03:33:39Z	615
2015-01-05T03:54:09Z	19
2015-01-05T03:55:04Z	67
2015-01-05T03:59:32Z	4
2015-01-05T04:07:11Z	114
2015-01-05T05:20:13Z	515
2015-01-05T05:23:17Z	2
2015-01-05T05:29:11Z	5
2015-01-05T05:45:24Z	13
2015-01-05T06:03:22Z	67
2015-01-05T06:07:09Z	78
2015-01-05T06:10:46Z	75
2015-01-05T06:13:24Z	119
2015-01-05T06:21:03Z	14
2015-01-05T06:43:12Z	45
2015-01-05T06:43:41Z	6
2015-01-05T06:48:42Z	96
2015-01-05T06:48:55Z	11
2015-01-05T06:53:48Z	14
2015-01-05T07:05:17Z	46
2015-01-05T07:07:08Z	16
2015-01-05T07:07:49Z	41
2015-01-05T07:08:54Z	160
2015-01-05T07:09:33Z	15
2015-01-05T07:12:38Z	219
2015-01-05T07:18:30Z	107
2015-01-05T07:22:56Z	160
2015-01-05T07:27:19Z	152
2015-01-05T07:29:38Z	59
2015-01-05T07:38:30Z	14
2015-01-05T07:39:08Z	54
2015-01-05T07:40:13Z	77
2015-01-05T08:01:09Z	80
2015-01-05T08:02:22Z	21
2015-01-05T08:04:44Z	155
2015-01-05T08:10:43Z	126
2015-01-05T08:11:05Z	5
2015-01-05T08:14:50Z	160
2015-01-05T08:18:31Z	152
2015-01-05T08:21:49Z	9
2015-01-05T08:29:39Z	94
2015-01-05T08:33:10Z	137
2015-01-05T08:34:58Z	38
2015-01-05T08:43:37Z	28
2015-01-05T08:44:15Z	12
2015-01-05T08:57:16Z	34
2015-01-05T08:57:22Z	21
2015-01-05T08:58:33Z	269
2015-01-05T09:11:31Z	103
2015-01-05T09:18:47Z	39
2015-01-05T09:27:34Z	78
2015-01-05T09:58:18Z	10
2015-01-05T09:58:37Z	4
2015-01-05T10:00:37Z	153
2015-01-05T10:01:24Z	35
2015-01-05T10:01:58Z	82
2015-01-05T10:05:10Z	121
2015-01-05T10:15:27Z	36
2015-01-05T10:20:17Z	68
2015-01-05T10:25:08Z	33
2015-01-05T10:25:55Z	7
2015-01-05T10:34:01Z	93
2015-01-05T10:38:24Z	3
2015-01-05T10:48:23Z	35
2015-01-05T10:49:30Z	8
2015-01-05T10:51:33Z	53
2015-01-05T10:52:04Z	8
2015-01-05T10:54:14Z	86
2015-01-05T11:00:07Z	450
2015-01-05T11:04:43Z	36
2015-01-05T11:06:54Z	11
2015-01-05T11:17:55Z	49
2015-01-05T11:23:28Z	21
2015-01-05T11:25:25Z	50
2015-01-05T11:32:57Z	71
2015-01-05T11:34:32Z	103
2015-01-05T11:42:02Z	263
2015-01-05T11:53:35Z	231
2015-01-05T11:55:48Z	57
2015-01-05T11:57:14Z	119
2015-01-05T12:01:33Z	17
2015-01-05T12:04:11Z	187
2015-01-05T12:05:51Z	69
2015-01-05T12:15:46Z	72
2015-01-05T12:17:43Z	240
2015-01-05T12:19:20Z	156
2015-01-05T12:27:07Z	173
2015-01-05T12:31:45Z	257
2015-01-05T12:35:27Z	84
2015-01-05T12:44:21Z	151
2015-01-05T12:46:43Z	104
2015-01-05T12:48:15Z	8
2015-01-05T12:54:07Z	91
2015-01-05T13:04:25Z	105
2015-01-05T13:16:44Z	31
2015-01-05T13:29:10Z	310
2015-01-05T13:32:57Z	128
2015-01-05T13:35:32Z	15
2015-01-05T13:35:50Z	327
2015-01-05T13:49:13Z	31
2015-01-05T13:51:17Z	150
2015-01-05T13:52:02Z	108
2015-01-05T14:01:39Z	138
2015-01-05T14:07:41Z	147
2015-01-05T14:09:29Z	75
2015-01-05T14:19:02Z	129
2015-01-05T14:23:51Z	53
2015-01-05T14:24:52Z	181
2015-01-05T14:33:46Z	224
2015-01-05T14:41:22Z	50
2015-01-05T14:49:19Z	120
2015-01-05T15:00:36Z	180
2015-01-05T15:06:41Z	70
2015-01-05T15:11:46Z	320
2015-01-05T15:12:20Z	139
2015-01-05T15:13:10Z	57
2015-01-05T15:25:27Z	48
2015-01-05T15:26:39Z	60
2015-01-05T15:26:55Z	37
2015-01-05T15:40:10Z	14
2015-01-05T15:49:11Z	119
2015-01-05T16:10:07Z	158
2015-01-05T16:20:20Z	52
2015-01-05T16:21:48Z	282
2015-01-05T16:22:58Z	219
2015-01-05T16:25:41Z	25
2015-01-05T16:29:43Z	140
2015-01-05T16:31:39Z	2
2015-01-05T16:45:26Z	50
2015-01-05T16:46:38Z	165
2015-01-05T16:48:08Z	60
2015-01-05T16:54:53Z	112
2015-01-05T16:56:12Z	46
2015-01-05T17:05:49Z	120
2015-01-05T17:21:32Z	28
2015-01-05T17:25:33Z	294
2015-01-05T17:30:41Z	53
2015-01-05T17:45:29Z	12
2015-01-05T17:48:55Z	81
2015-01-05T18:24:39Z	76
2015-01-05T18:33:07Z	9
2015-01-05T18:36:27Z	79
2015-01-05T18:36:47Z	81
2015-01-05T18:42:32Z	40
2015-01-05T18:48:32Z	137
2015-01-05T18:54:14Z	151
2015-01-05T18:56:27Z	210
2015-01-05T19:01:45Z	87
2015-01-05T19:04:42Z	44
2015-01-05T19:16:53Z	42
2015-01-05T19:29:09Z	4
2015-01-05T19:38:26Z	39
2015-01-05T20:02:56Z	33
2015-01-05T20:04:53Z	11
2015-01-05T20:24:13Z	42
2015-01-05T20:29:40Z	61
2015-01-05T20:35:16Z	63
2015-01-05T20:42:53Z	154
2015-01-05T20:47:48Z	102
2015-01-05T20:48:29Z	45
2015-01-05T20:51:52Z	100
2015-01-05T21:17:38Z	137
2015-01-05T21:35:14Z	122
2015-01-05T21:36:06Z	355
2015-01-05T22:26:55Z	120
2015-01-05T22:52:55Z	37
2015-01-05T22:54:50Z	12
2015-01-05T22:55:33Z	74
2015-01-05T22:59:39Z	212
2015-01-05T23:45:58Z	153
2015-01-06T00:18:25Z	61
2015-01-06T00:34:38Z	190
2015-01-06T00:47:19Z	73
2015-01-06T01:17:19Z	157
2015-01-06T01:27:02Z	224
2015-01-06T01:29:43Z	197
2015-01-06T01:40:19Z	64
2015-01-06T01:55:24Z	61
2015-01-06T02:05:09Z	169
2015-01-06T02:27:09Z	34
2015-01-06T02:31:01Z	34
2015-01-06T02:54:46Z	27
2015-01-06T03:07:32Z	31
2015-01-06T03:17:32Z	308
2015-01-06T03:20:51Z	11
2015-01-06T03:25:28Z	76
2015-01-06T03:31:32Z	90
2015-01-06T03:32:36Z	61
2015-01-06T03:33:39Z	79
2015-01-06T03:35:57Z	6
2015-01-06T03:45:08Z	36
2015-01-06T03:47:12Z	233
2015-01-06T04:08:42Z	398
2015-01-06T04:17:48Z	120
2015-01-06T04:27:32Z	113
2015-01-06T04:39:00Z	49
2015-01-06T04:54:30Z	44
2015-01-06T04:55:34Z	59
2015-01-06T04:56:07Z	132
2015-01-06T05:37:27Z	67
2015-01-06T05:39:17Z	76
2015-01-06T05:42:12Z	15
2015-01-06T05:43:42Z	38
2015-01-06T06:15:51Z	91
2015-01-06T06:22:09Z	120
2015-01-06T06:25:05Z	44
2015-01-06T06:26:21Z	27
2015-01-06T06:30:25Z	92
2015-01-06T06:43:34Z	2
2015-01-06T06:51:42Z	63
2015-01-06T07:00:41Z	62
2015-01-06T07:03:32Z	125
2015-01-06T07:05:26Z	59
2015-01-06T07:12:20Z	260
2015-01-06T07:26:17Z	143
2015-01-06T07:35:22Z	140
2015-01-06T07:38:57Z	112
2015-01-06T07:58:30Z	11
2015-01-06T08:05:46Z	45
2015-01-06T08:07:58Z	106
2015-01-06T08:15:41Z	37
2015-01-06T08:18:15Z	4
2015-01-06T08:24:22Z	101
2015-01-06T08:24:39Z	40
2015-01-06T08:29:58Z	20
2015-01-06T08:35:26Z	125
2015-01-06T08:38:11Z	22
2015-01-06T09:00:34Z	233
2015-01-06T09:05:06Z	410
2015-01-06T09:05:46Z	73
2015-01-06T09:18:00Z	8
2015-01-06T09:23:35Z	58
2015-01-06T09:32:09Z	36
2015-01-06T09:55:11Z	171
2015-01-06T10:06:14Z	19
2015-01-06T10:08:39Z	102
2015-01-06T10:14:35Z	55
2015-01-06T10:24:38Z	68
2015-01-06T10:26:39Z	17
2015-01-06T10:39:06Z	19
2015-01-06T10:48:12Z	374
2015-01-06T10:53:20Z	55
2015-01-06T10:55:07Z	311
2015-01-06T10:57:55Z	87
2015-01-06T11:05:07Z	79
2015-01-06T11:05:16Z	57
2015-01-06T11:06:10Z	221
2015-01-06T11:10:02Z	17
2015-01-06T11:12:41Z	6
2015-01-06T11:15:33Z	236
2015-01-06T11:24:50Z	8
2015-01-06T11:26:28Z	29
2015-01-06T11:29:35Z	61
2015-01-06T11:38:40Z	14
2015-01-06T11:43:53Z	7
2015-01-06T11:52:21Z	142
2015-01-06T11:57:49Z	89
2015-01-06T12:08:48Z	37
2015-01-06T12:13:05Z	71
2015-01-06T12:14:13Z	73
2015-01-06T12:18:27Z	151
2015-01-06T12:22:24Z	211
2015-01-06T12:23:19Z	159
2015-01-06T12:25:48Z	68
2015-01-06T12:25:51Z	2
2015-01-06T12:31:07Z	57
2015-01-06T12:34:03Z	40
2015-01-06T12:37:49Z	115
2015-01-06T12:50:01Z	9
2015-01-06T13:03:12Z	79
2015-01-06T13:09:26Z	54
2015-01-06T13:33:20Z	383
2015-01-06T13:36:58Z	29
2015-01-06T13:38:18Z	30
2015-01-06T13:38:41Z	3
2015-01-06T13:40:39Z	138
2015-01-06T13:45:21Z	5
2015-01-06T13:46:48Z	96
2015-01-06T14:08:49Z	257
2015-01-06T14:12:22Z	60
2015-01-06T14:15:31Z	26
2015-01-06T14:22:13Z	323
2015-01-06T14:29:41Z	74
2015-01-06T14:37:58Z	125
2015-01-06T14:38:38Z	62
2015-01-06T14:39:35Z	185
2015-01-06T14:40:23Z	138
2015-01-06T14:42:01Z	6
2015-01-06T14:45:57Z	93
2015-01-06T14:53:03Z	96
2015-01-06T15:17:24Z	140
2015-01-06T15:18:46Z	19
2015-01-06T15:22:16Z	4
2015-01-06T15:27:55Z	21
2015-01-06T15:31:50Z	55
2015-01-06T15:43:23Z	14
2015-01-06T15:44:33Z	99
2015-01-06T15:53:04Z	100
2015-01-06T15:54:43Z	36
2015-01-06T15:57:56Z	95
2015-01-06T15:59:54Z	73
2015-01-06T16:02:28Z	24
2015-01-06T16:05:30Z	51
2015-01-06T16:17:49Z	411
2015-01-06T16:26:32Z	21
2015-01-06T16:32:04Z	15
2015-01-06T16:32:40Z	32
2015-01-06T16:46:16Z	20
2015-01-06T16:49:56Z	6
2015-01-06T16:50:11Z	146
2015-01-06T16:59:13Z	234
2015-01-06T17:01:44Z	38
2015-01-06T17:04:17Z	143
2015-01-06T17:08:17Z	219
2015-01-06T17:19:35Z	287
2015-01-06T17:33:39Z	333
2015-01-06T17:56:14Z	108
2015-01-06T18:15:12Z	115
2015-01-06T18:23:08Z	5
2015-01-06T18:36:05Z	38
2015-01-06T18:41:07Z	23
2015-01-06T18:50:54Z	218
2015-01-06T18:54:23Z	155
2015-01-06T19:11:01Z	77
2015-01-06T19:23:20Z	47
2015-01-06T19:23:28Z	47
2015-01-06T19:25:04Z	246
2015-01-06T19:43:06Z	41
2015-01-06T19:57:31Z	16
2015-01-06T20:06:16Z	64
2015-01-06T20:15:32Z	81
2015-01-06T21:30:48Z	43
2015-01-06T21:38:47Z	258
2015-01-06T22:00:54Z	65
2015-01-06T22:04:39Z	52
2015-01-06T22:18:02Z	56
2015-01-06T22:35:20Z	60
2015-01-06T22:47:41Z	9
2015-01-06T23:07:46Z	9
2015-01-06T23:15:01Z	38
2015-01-06T23:17:20Z	166
2015-01-06T23:22:03Z	208
2015-01-06T23:37:37Z	13
2015-01-06T23:56:45Z	53
2015-01-07T00:07:21Z	41
2015-01-07T00:13:34Z	3
2015-01-07T00:28:56Z	2
2015-01-07T00:47:47Z	257
2015-01-07T00:51:46Z	29
2015-01-07T00:55:10Z	20
2015-01-07T00:56:58Z	109
2015-01-07T01:04:29Z	19
2015-01-07T01:39:50Z	200
2015-01-07T01:45:46Z	188
2015-01-07T01:49:50Z	29
2015-01-07T01:57:10Z	52
2015-01-07T02:32:05Z	15
2015-01-07T03:08:04Z	150
2015-01-07T03:10:28Z	53
2015-01-07T03:19:29Z	109
2015-01-07T03:20:53Z	113
2015-01-07T03:28:37Z	110
2015-01-07T03:32:44Z	57
2015-01-07T03:49:11Z	215
2015-01-07T03:55:30Z	77
2015-01-07T03:56:26Z	118
2015-01-07T04:08:21Z	50
